Field Office,Sub-Office,Jail or Prison Type,Juvenile Facility,Jail or Prison Name,Jail or Prison City,County,State,Jurisdiction,2015 Detainer/Notification Acceptance Status,2015 ICE Comments,2017 ICE Comments,ILRC Analysis,No 287(g),No ICE Detention Contract,No ICE holds,No ICE alerts,Limits on ICE interrogations in jail,Prohibition on asking about immigration status,General prohibition on assistance to ICE,ILRC Total,ILRC Comments,Title of Policy,LINK,GEOID - FIPS
CHI,MIL,County/City,NO,Trempealeau County - WI,WHITEHALL,Trempealeau,WI,Trempealeau Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,55121
CHI,MIL,County/City,NO,Vernon County Jail - WI,VIROQUA,Vernon,WI,Vernon County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,55123
CHI,MIL,County/City,NO,Vilas County - WI,EAGLE RIVER,Vilas,WI,Vilas County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,55125
CHI,MIL,County/City,NO,Walworth County - WI,ELKHORN,Walworth,WI,Walworth County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,55127
CHI,MIL,County/City,NO,Washburn County - WI,SHELL LAKE,Washburn,WI,Washburn Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,55129
CHI,MIL,County/City,NO,Washington County Jail - WI,WEST BEND,Washington County,WI,Washington County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"The attorney's for the county advised Sheriff not to accept, but he is readdressing and the impression is he will consider accepting detainers;

Update 10/21/15:  County has reconsidered and will honor detainers;",,,1,1,0,0,0,0,0,2,,,,55131
CHI,MIL,County/City,NO,Waukesha County - WI,WAUKESHA,Waukesha,WI,Waukesha County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"Waukesha County to continue to accept detainers, but will adhere to 48 hour rule.","Waukesha County stopped holding beyond release date and time. They will hold in cases where ICE can verify an ongoing criminal violation (committed/committing a 1325 or 1326 offense) They are currently actively working with ICE on some alternative or some resolution, to include 287(g) autohority.&nbsp; They are only 30 minutes from ICE office and will work with ICE on any pending releases that ICE advise to be en route.",,1,1,1,0,0,0,0,3,,,,55133
CHI,MIL,County/City,NO,Waupaca County - WI,WAUPACA,Waupaca,WI,Waupaca County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,55135
CHI,MIL,County/City,NO,Waushara County - WI,WAUTOMA,Waushara,WI,Waushara County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,55137
CHI,MIL,County/City,NO,Winnebago County - WI,OSHKOSH,Winnebago,WI,Winnebago County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,55139
CHI,MIL,County/City,NO,Wood County - WI,Wis. Rapids,Wood,WI,Wood County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,55141
Philadelphia,Charleston,County/City,NO,Tygart Valley Regional - WV,Bellington,Barbour,WV,"Barbour County, West Virginia",,,,,1,1,0,0,0,0,0,2,,,,54001
Philadelphia,York,County/City,NO,Eastern Regional - WV,Martinsburg,Berkeley,WV,"Berkeley County, West Virginia",,,,,1,1,0,0,0,0,0,2,,,,54003
Philadelphia,Charleston,County/City,NO,Central Regional - WV,Sutton,Braxton,WV,"Braxton County, West Virginia",,,,,1,1,0,0,0,0,0,2,,,,54007
Philadelphia,Charleston,County/City,NO,Western Regional - WV,Barboursville,Cabell,WV,"Cabell County, West Virginia",,,,,1,1,0,0,0,0,0,2,,,,54011
Philadelphia,Charleston,County/City,NO,Potomoc Highlands Regional - WV,Augusta,Hampshire,WV,"Hampshire County, West Virginia",,,,,1,1,0,0,0,0,0,2,,,,54027
Philadelphia,Charleston,County/City,NO,South-Central Regional - WV,Charleston,Kanawha,WV,"Kanawha County, West Virginia",,,,,1,0,0,0,0,0,0,1,,,,54039
Philadelphia,Charleston,County/City,NO,Southwestern Regional - WV,Holden,Logan,WV,"Logan County, West Virginia",,,,,1,1,0,0,0,0,0,2,,,,54045
Philadelphia,Charleston,County/City,NO,Northern Regional - WV,Moundsville,Marshall,WV,"Marshall County, West Virginia",,,,,1,1,0,0,0,0,0,2,,,,54051
Philadelphia,Charleston,County/City,NO,North-Central Regional - WV,Greenwood,Morgan,WV,"Morgan County, West Virginia",,,,,1,0,0,0,0,0,0,1,"DODDRIDGE, Harrison, Marion, Monongalia, Pleasants, Ritchie, Tyler, Wirt, & Wood",,,54065
Philadelphia,Charleston,County/City,NO,Southern Regional - WV,Beaver,Raleigh,WV,"Raleigh County, West Virginia",,,,,1,1,0,0,0,0,0,2,,,,54081
DEN,Cheyenne,County/City,NO,Albany County - WY,Laramie,Albany,WY,Albany County SO,5: Willing to accept (I-247D) Detainers but not (I-247N) Notifications,I-247D to be accompanied by a signed I-200,,,1,1,0,0,0,0,0,2,,,,56001
DEN,"Casper, WY",County/City,NO,Big Horn County - WY,Basin,Big Horn,WY,Big Horn SO,3: Willing to accept (I-247N) Notifications but not (I-247D) Detainers,Email sent out by State Sheriff Association Executive Direct--Future meeting possible,,,1,1,1,0,0,0,0,3,,,,56003
DEN,"Casper, WY",County/City,NO,Campbell County - WY,Gillette,Campbell,WY,Campbell County SO,3: Willing to accept (I-247N) Notifications but not (I-247D) Detainers,Issue of service on alien to make detainers in effect,,,1,1,1,0,0,0,0,3,,,,56005
DEN,"Cheyenne, WY",County/City,NO,Carbon County - WY,Rawlins,Carbon,WY,Carbon County SO,3: Willing to accept (I-247N) Notifications but not (I-247D) Detainers,"More internal discussion within the department and other Sheriff offices in Wyoming will be held to determine if the risk of the ""D"" is appropriate.",,,1,1,1,0,0,0,0,3,,,,56007
DEN,"Casper, WY",County/City,NO,Converse County - WY,Douglas,Converse,WY,Converse County SO,3: Willing to accept (I-247N) Notifications but not (I-247D) Detainers,Issue of detainers to be served on aliens,,,1,1,1,0,0,0,0,3,,,,56009
DEN,"Casper, WY",County/City,NO,Crook County - WY,Sundance,Crook,WY,Crook County SO,3: Willing to accept (I-247N) Notifications but not (I-247D) Detainers,Email sent out via the Executive Director of the Sheriff Association--future meeting possible,,,1,1,1,0,0,0,0,3,,,,56011
DEN,"Cheyenne, WY",County/City,NO,Fremont County - WY,Lander,Fremont,WY,Fremont County SO,3: Willing to accept (I-247N) Notifications but not (I-247D) Detainers,Email sent via the Executive Director of the Sheriff Association--future meeting possible,,,1,1,1,0,0,0,0,3,,,,56013
DEN,Cheyenne,County/City,NO,Goshen County - WY,Torrington,Goshen,WY,Goshen County SO,3: Willing to accept (I-247N) Notifications but not (I-247D) Detainers,Email via the Executive Director of the Sheriff Association--issue of service on alien..future meeting possible,,,1,1,1,0,0,0,0,3,,,,56015
DEN,"Cheyenne, WY",County/City,NO,Hot Springs County - WY,Termopolis,Hot Springs,WY,Hot Springs SO,3: Willing to accept (I-247N) Notifications but not (I-247D) Detainers,Email via the Executive Director of the Sheriff Association--issue of service on alien...future meeting possible,,,1,1,1,0,0,0,0,3,,,,56017
DEN,"Casper, WY",County/City,NO,Johnson County - WY,Buffalo,Johnson,WY,Johnson County SO,3: Willing to accept (I-247N) Notifications but not (I-247D) Detainers,Email via the Executive Director of the Sheriff Association--issue of service on alien--future meeting possible,,,1,1,1,0,0,0,0,3,,,,56019
DEN,"Cheyenne, WY",County/City,NO,Laramie County - WY,Cheyenne,Laramie,WY,Laramie SO,3: Willing to accept (I-247N) Notifications but not (I-247D) Detainers,Issue of service on alien for the detainer to be in effect,,,1,1,1,0,0,0,0,3,,,,56021
DEN,Craig,County/City,NO,Lincoln County - WY,Kemmerer,Lincoln,WY,Lincoln County SO,5: Willing to accept (I-247D) Detainers but not (I-247N) Notifications,Issue of service on detainees--Sheriff has decided to accept detainers.  I-247D to be accompanied by a signed I-200,,,1,1,1,0,0,0,0,3,,,,56023
DEN,"Casper, WY",County/City,NO,Natrona County -  WY,Casper,Natrona,WY,Natrona County SO,3: Willing to accept (I-247N) Notifications but not (I-247D) Detainers,Required service of the alien for the detainer to come into effect is the issue,,,1,0,1,0,0,0,0,2,,,,56025
DEN,"Cheyenne, WY",County/City,NO,Niobrara County - WY,Lusk,Niobrara,WY,Niobrara County SO,3: Willing to accept (I-247N) Notifications but not (I-247D) Detainers,Email via the Executive Director of the Sheriff Association--issue of service on alien---future meeting possible,,,1,1,1,0,0,0,0,3,,,,56027
DEN,"Casper, WY",County/City,NO,Park County - WY,Cody,Park,WY,Park County SO,3: Willing to accept (I-247N) Notifications but not (I-247D) Detainers,Email via Executive Director of the Sheriff Association...issue of service on alien...future meeting possible,,,1,1,1,0,0,0,0,3,,,,56029
DEN,"Cheyenne, WY",County/City,NO,Platte County - WY,Wheatland,Platte,WY,Platte County SO,3: Willing to accept (I-247N) Notifications but not (I-247D) Detainers,Issue of detainer being served on alien,,,1,1,1,0,0,0,0,3,,,,56031
NOL,Fort Smith,County/City,YES,Sebastian County Jail - AR,Ft. Smith,Sebastian,AR,Sebastian Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,0,0,0,0,0,0,1,,,,05131
NOL,Fort Smith,County/City,YES,Washington County Jail - AR,Fayetteville,Washington,AR,Washington County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"Washington County is a 287(g) partner and will process I-247s as directed by ICE per the MOA.

FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,0,0,0,0,0,0,0,0,287(g),,,05143
St. Paul,Sioux City,County/City,YES,Stanton County,Stanton,Stanton,NE,,,,"While they do cooperate with ICE they just don't hold people as they do not have a jail. They usually hold in Thurston County or Madison County, Nebraska.",,1,1,0,0,0,0,0,8,,,,31167
ELP,LAS,County/City,YES,Luna County Detention Center - NM,Deming,Luna County,NM,"Demng, New Mexico",3: Willing to accept (I-247N) Notifications but not (I-247D) Detainers,"met with Jail administrator who is currently NM Detention Administrators Affilate Chairperson 
will schedule a seesion for NM state conference in January.",LEA attempts to cooperate with ICE - LEA will notify of releases but not hold for ICE,,1,1,1,0,0,0,0,3,,,,35029
DEN,,,,,,Mineral,CO,Mineral County SO,,No jail in county--uses Rio Grande County Jail,,,1,1,1,0,0,0,0,3,,,,08079
DEN,,,,,,Sedgwick,CO,Sedgwick County SO,,Broadcast email--future meetings possible.  Issue of detention on a detainer under Colorado law.,,,1,1,1,0,0,0,0,3,,,,08115
MIA,,,,,,Madison,FL,Madison County Sheriffs Office,3: Willing to accept (I-247N) Notifications but not (I-247D) Detainers,"Before agreeing to accept the I-247D, they are consulting with legal counsel.  They are willing to make notifications of release when possible. They will only hold on a I-247D detainer with a copy of a signed judges order or warrant.",,,1,1,1,0,0,0,0,3,They will only hold on a I-247D detainer with a copy of a signed judges order or warrant.,,,12079
ATL,,,,,,Chattahoochee,GA,Chattahoochee County,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,AFOD B(6); B(7)C engaged Chattahoochee County initially via e-mail. SDDO B(6); B(7)C conducted follow-up communication with Sheriff B(6); B(7)C,,,1,1,0,0,0,0,0,2,,,,13053
ATL,,,,,,Long,GA,Long County,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,SDDO B(6); B(7)C met with Chief Deputy B(6); B(7)C,,,1,1,0,0,0,0,0,2,,,,13183
ATL,,,,,,Marion,GA,Marion County,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,AFOD B(6); B(7)C engaged Marion County initially via e-mail. SDDO B(6); B(7)C conducted follow-up communication with Sheriff B(6); B(7)C,,,1,1,0,0,0,0,0,2,,,,13197
ATL,,,,,,Montgomery,GA,Montgomery County,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,SDDO B(6); B(7)C communicated with Sheriff B(6); B(7)C via telephone and e-mail,,,1,1,0,0,0,0,0,2,,,,13209
ATL,,,,,,Echols,GA,Echols County,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,AFOD B(6); B(7)C engaged Echols County initially via e-mail. SDDO B(6); B(7)C conducted follow-up communication with B(6); B(7)C via phone,,,1,1,0,0,0,0,0,2,,,,13101
ATL,,,,,,Clay,GA,Clay County,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,AFOD B(6); B(7)C engaged Clay County initially via e-mail. SDDO B(6); B(7)C conducted follow-up communication with Chief Deputy B(6); B(7)C via e-mail and phone,,,1,1,0,0,0,0,0,2,,,,13061
ATL,,,,,,Glascock,GA,Glascock County,,No engagement as Glascock County inmates are housed in McDuffie County,,,1,1,0,0,0,0,0,2,,,,13125
ATL,,,,,,Clayton,GA,Clayton County,1: Not Willing to accept (I-247N) Notifications and (I-247D) Detainers,"06/25/2015 | (a)DFOD B(6); B(7)C and AFOD B(6); B(7)C met with Major B(6); B(7)C at the 2015 Georgia Jail Association Summer Conference in Savannah, GA. B(6); B(7)C is willing to meet with (a)FOD B(6); B(7)C to further discuss PEP; meeting will be scheduled in July | Note that B(6); B(7)C provides ERO Atlanta with a daily list of arrests and releases

09/22/2015 | Attempts to schedule a meeting with B(6); B(7)C have been unsuccessful

11/03/2015 | (a)FOD B(6); B(7)C met with Sheriff B(6); B(7)C; Sheriff is willing to further discuss acceptance of Form I-247N. Meeting with the Sheriff and Jail Administrator to be scheduled

11/10/2015 | (a)FOD B(6); B(7)C scheduled a follow-up meeting between (a)DFOD B(6); B(7)C and Jail Administrator B(6); B(7)C @ 10 a.m. on 11/18/2015

11/18/2015 | (a)DFOD B(6); B(7)C, AFOD B(6); B(7)C, and SDDO B(6); B(7)C met with Jail Administrator B(6); B(7)C. B(6); B(7)C is still unwilling to accept Forms I-247N | I-247D

12/22/2015 | (a)FOD B(6); B(7)C sent a letter to Sheriff Hill noting what transpired at the 11/18/2015 meeting and advising that ICE is still open to partnership discussions",,,1,1,1,1,0,0,0,4,,,,13063
ATL,,,,,,Charlton,GA,Charlton County,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,SDDO B(6); B(7)C met with Captain B(6); B(7)C and Sergeant B(6); B(7)C,,,1,1,0,0,0,0,0,2,,,,13049
ATL,,,,,,Taliaferro,GA,Taliaferro County,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,SDDO B(6); B(7)C communicated with Jail Administrator B(6); B(7)C via e-mail and phone. Taliaferro also houses inmates for Wilkes County,,,1,1,0,0,0,0,0,2,,,,13265
ATL,,,,,,Warren,GA,Warren County,,No engagement as Warren County inmates are housed in McDuffie County,,,1,1,0,0,0,0,0,2,,,,13301
ATL,,,,,,Lanier,GA,Lanier County,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,AFOD B(6); B(7)C engaged Lanier County initially via e-mail. SDDO B(6); B(7)C communicated with Sheriff B(6); B(7)C via telephonic follow-up,,,1,1,0,0,0,0,0,2,,,,13173
ATL,,,,,,Stewart,GA,Stewart County,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,AFOD B(6); B(7)C engaged Stewart County initially via e-mail. SDDO B(6); B(7)C conducted follow-up communication with Deputy Chief B(6); B(7)C via phone,,,1,0,0,0,0,0,0,1,,,,13259
ATL,,,,,,Spalding,GA,Spalding County,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,SDDO B(6); B(7)C and AFOD B(6); B(7)C communicated with Captain B(6); B(7)C via e-mail and phone,,,1,1,0,0,0,0,0,2,,,,13255
ATL,,,,,,Baker,GA,Baker County,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,AFOD B(6); B(7)C met with Chief Deputy B(6); B(7)C,,,1,1,0,0,0,0,0,2,,,,13007
ATL,,,,,,Quitman,GA,Quitman County,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,AFOD B(6); B(7)C engaged Quitman County initially via e-mail. SDDO B(6); B(7)C conducted follow-up communication with Chief B(6); B(7)C via phone,,,1,1,0,0,0,0,0,2,,,,13239
SFR,,,,,,Oahu,HI,Island of Oahu,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,Will accept both,,,1,1,0,0,0,0,0,2,Honolulu,,,15003
SLC,,,,,,Caribou County,ID,Caribou County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,Telephonic contact was made with Sgt. B(6); B(7)C at 208-547-B(6); B(7)C,,,1,1,0,0,0,0,0,2,,,,16029
SLC,,,,,,Cassia County,ID,Cassia County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,In-person meeting with jail command staff; POC Lt. B(6); B(7)C,,,1,0,0,0,0,0,0,1,,,,16031
SLC,,,,,,Clearwater County,ID,Clearwater County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,Telephonic contact was made with Cpl. B(6); B(7)C at 208-476-B(6); B(7)C,,,1,1,0,0,0,0,0,2,,,,16035
SLC,,,,,,Lewis County,ID,Lewis County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,Telephonic contact was made with Lt. B(6); B(7)C at 208-937-B(6); B(7)C,,,1,1,0,0,0,0,0,2,,,,16061
CHI,,,,,,Brown,IL,Brown County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,1,0,0,0,0,3,IL Trust Act 2017,,,17009
CHI,,,,,,Edwards County,IL,Edwards County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,1,0,0,0,0,3,IL Trust Act 2017,,,17047
CHI,WIC,,,,,Douglas,KS,Douglas County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,"Effective September 7, 2017, LEA notified ICE they would hold up to 48 hrs.",,1,1,0,0,0,0,0,2,,,,20045
CHI,WIC,,,,,Edwards,KS,Edwards County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,20047
CHI,WIC,,,,,Elk,KS,Elk County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,20049
CHI,LOU,County Jail,,Knox County Jail,,Knox,KY,Knox County Jail,3: Willing to accept (I-247N) Notifications but not (I-247D) Detainers,will not hold detainees for pick-up,,,1,1,1,0,0,0,0,3,,,,21121
CHI,LOU,County Jail,,Leslie County Jail,,Leslie,KY,Leslie County Jail,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,21131
CHI,,County Detention Center,,Marion County Detention Center,,Marion,KY,Marion County Detention Center,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,21155
CHI,,Sheriff's Office,,Spencer County Sheriff's Office,,Spencer,KY,Spencer County Sheriff's Office,3: Willing to accept (I-247N) Notifications but not (I-247D) Detainers,County does not have a jail. They hold at Shelby County Detention Center. So they are unable to hold anyone locally.,,,1,1,0,0,0,0,0,2,,,,21215
CHI,,County Detention Center,,Taylor County Detention Center,,Taylor,KY,Taylor County Detention Center,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,21217
BAL,,County Detention Facility,,Garrett County Detention Center,,Garrett,MD,"Oakland, MD, Garrett County Detention Center",4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,24023
BOS,,,,,,Sagadahoc County,ME,Sagadahoc County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,ERO Boston met with the sheriff during a monthly Association meeting.  The Sheriff expressed a desire to continue support for detainers and notification.,,,1,1,0,0,0,0,0,2,,,,23023
SPM,,,,,,Grant,MN,Grant Co Sheriff,,,,,1,1,1,0,0,0,0,4,,,,27051
SPM,,,,,,Pope,MN,Pope Co Sheriff,,,,,1,1,1,0,1,0,0,4,,,,27121
SPM,,,,,,Stevens,MN,Stevens Co Sheriff,,,UncoopCounties April 1,,1,1,1,0,1,0,0,4,,,,27149
SPM,,,,,,Big Stone County,MN,Sheriff John Haukos,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,No follow up requested,,,1,1,0,0,0,0,0,2,,,,27011
CHI,,,,,,Gasconade,MO,Gasconade County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,0,0,0,0,0,2,,,,29073
CHI,,,,,,Knox,MO,Knox County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,N/A,,,1,1,0,0,0,0,0,2,,,,29103
SLC,,,,,,Powell County,MT,Powell County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,Telephonic contact was made with Sheriff B(6); B(7)C,,,1,1,0,0,0,0,0,2,,,,30077
SLC,,,,,,Teton County,MT,Teton County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,Telephonic contact was made with Sheriff B(6); B(7)C,,,1,1,0,0,0,0,0,2,,,,30099
ATL,,,,,,Camden,NC,Camden County,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,AFOD B(6); B(7)Cengaged the Camden Sheriff initially via e-mail. SDDO B(6); B(7)C conducted follow-up communication with Sergeant B(6); B(7)C,,,1,1,0,0,0,0,0,2,,,,37029
ATL,,,,,,Gates,NC,Gates County,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,AFOD B(6); B(7)C engaged the Gates Sheriff initially via e-mail. SDDO B(6); B(7)C conducted follow-up communication with Officer B(6); B(7)C,,,1,1,0,0,0,0,0,2,,,,37073
ATL,,,,,,Hoke,NC,Hoke County,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,AFOD B(6); B(7)C engaged the Hoke Sheriff initially via e-mail. SDDO B(6); B(7)C conducted follow-up communication with Sergeant B(6); B(7)C via e-mail and phone,,,1,1,0,0,0,0,0,2,,,,37093
ATL,,,,,,Hyde,NC,Hyde County,,No engagement as Hyde County inmates are housed in Washington County,,,1,1,0,0,0,0,0,2,,,,37095
ATL,,,,,,Mitchell,NC,Mitchell County,,No engagement as Mitchell County inmates are housed in Rutherford County,,,1,1,0,0,0,0,0,2,,,,37121
ATL,,,,,,Perquimans,NC,Perquimans County,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,AFOD B(6); B(7)C engaged the Perquimans Sheriff initially via e-mail. SDDO B(6); B(7)C conducted follow-up communication with Sergeant B(6); B(7)C via phone,,,1,1,0,0,0,0,0,2,,,,37143
SPM,,,,,,Howard,NE,Sheriff,,No jail in this county.,,,1,1,0,0,0,0,0,2,,,,31093
ELP,,,,,,Union,NM,Union New Mexico,3: Willing to accept (I-247N) Notifications but not (I-247D) Detainers,Sheriff's office does not oversee jail will cooperate with ERO on public safety,,,1,1,1,0,1,0,0,4,,,,35059
ELP,,,,,,Catron County,NM,"Catron County, Reserve New Nexico",3: Willing to accept (I-247N) Notifications but not (I-247D) Detainers,,,,1,1,1,0,0,0,0,3,"Listed as ""uncooperative county"" by ICE",,,35003
ELP,,,,,,Harding,NM,Harding New Mexico,3: Willing to accept (I-247N) Notifications but not (I-247D) Detainers,,,,1,1,1,0,1,0,0,4,"Listed as ""uncooperative county"" by ICE",,,35021
ELP,,,,,,Mora,NM,"Mora, New Mexico",3: Willing to accept (I-247N) Notifications but not (I-247D) Detainers,Sheriff's office does not oversee jail will cooperate with ERO on public safety,,,1,1,1,0,1,0,0,4,"Listed as ""uncooperative county"" by ICE",,,35033
SLC,,,,,,Lincoln County,NV,Lincoln County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,No issues.,,,1,1,0,0,0,0,0,2,,,,32017
SLC,,,,,,Mineral County,NV,Mineral County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,No issues.,,,1,1,1,0,0,0,0,3,,,,32021
SLC,,,,,,Nye County,NV,Nye County Sheriff,5: Willing to accept (I-247D) Detainers but not (I-247N) Notifications,Nye County now only uses Pahrump.,,,0,1,0,1,0,0,0,2,,,,32023
DET,,,,,,Fulton,OH,Corrections Center of Northwest Ohio,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,AFOD met with Jail Administrator B(6); B(7)C,,,1,1,0,0,0,0,0,2,,,,39051
DET,,,,,,Hancock,OH,Hancock County Sheriffs Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,AFOD met with Lt B(6); B(7)C,,,1,1,0,0,0,0,0,2,,,,39063
DET,,,,,,Hardin,OH,Hardin County Sheriffs Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,AFOD met with Multi-County Correctional Center Director B(6); B(7)C,,,1,1,0,0,0,0,0,2,,,,39065
DET,,,,,,Hentry,OH,Corrections Center of Northwest Ohio,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,AFOD met with Jail Administrator B(6); B(7)C,,,1,1,0,0,0,0,0,2,,,,39069
DET,,,,,,Hocking,OH,Hocking County Sheriffs Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,39073
DET,,,,,,Jackson,OH,Jackson County Sheriffs Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,SDDO met with Sgt B(6); B(7)C,,,1,1,0,0,0,0,0,2,,,,39079
DET,,,,,,Madison,OH,Tri-County Regional Jail,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,AFOD met with Executive Director B(6); B(7)C,,,1,1,0,0,0,0,0,2,,,,39097
DET,,,,,,Meigs,OH,Meigs County Sheriffs Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,SDDO met with Deputy B(6); B(7)C,,,1,1,0,0,0,0,0,2,,,,39105
DET,,,,,,Morgan,OH,Morgan County Sheriffs Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,39115
DET,,,,,,Perry,OH,Perry County Sheriffs Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,39127
DET,,,,,,Union,OH,Tri-County Regional Jail,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,AFOD met with Executive Director B(6); B(7)C,,,1,1,0,0,0,0,0,2,,,,39159
DET,,,,,,Vinton,OH,Vinton County Sheriffs Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,39163
SEA,,,,,,Gilliam,OR,Gilliam,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"DFOD B(6); B(7)C made PEP presentation to members of Oregon State Sheriff's Association and spoke individually to numerous sheriffs in attendance. Awaiting response from County concerning future meeting on PEP.

NOTE: Gilliam, Hood River, Sherman, Wasco and Wheeler counties use the NORCOR jail facility in The Dalles, OR. Because ICE uses NORCOR through a modification of the USMS IGA, NORCOR accepts ICE detainers with an I-203.",,,1,1,0,0,0,1,1,8,,,,41021
SEA,,,,,,Hood River,OR,Hood River,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"Awaiting response from County concerning future meeting on PEP

NOTE: Gilliam, Hood River, Sherman, Wasco and Wheeler counties use the NORCOR jail facility in The Dalles, OR. Because ICE uses NORCOR through a modification of the USMS IGA, NORCOR accepts ICE detainers with an I-203.",,,1,1,0,0,0,1,1,8,,,,41027
